		#naca0012		
#group	#point	#x_cord	#y_cord	#z_cord
1	713	0.57600	-0.04674	0.00000
1	714	0.57400	-0.04689	0.00000
1	715	0.57200	-0.04705	0.00000
1	716	0.57000	-0.04721	0.00000
1	717	0.56800	-0.04736	0.00000
1	718	0.56600	-0.04752	0.00000
1	719	0.56400	-0.04767	0.00000
1	720	0.56200	-0.04782	0.00000
1	721	0.56000	-0.04798	0.00000
1	722	0.55800	-0.04813	0.00000
1	723	0.55600	-0.04828	0.00000
1	724	0.55400	-0.04843	0.00000
1	725	0.55200	-0.04858	0.00000
1	726	0.55000	-0.04873	0.00000
1	727	0.54800	-0.04887	0.00000
1	728	0.54600	-0.04902	0.00000
1	729	0.54400	-0.04917	0.00000
1	730	0.54200	-0.04931	0.00000
1	731	0.54000	-0.04946	0.00000
1	732	0.53800	-0.04960	0.00000
1	733	0.53600	-0.04975	0.00000
1	734	0.53400	-0.04989	0.00000
1	735	0.53200	-0.05003	0.00000
1	736	0.53000	-0.05017	0.00000
1	737	0.52800	-0.05031	0.00000
1	738	0.52600	-0.05045	0.00000
1	739	0.52400	-0.05059	0.00000
1	740	0.52200	-0.05073	0.00000
1	741	0.52000	-0.05087	0.00000
1	742	0.51800	-0.05100	0.00000
1	743	0.51600	-0.05114	0.00000
1	744	0.51400	-0.05127	0.00000
1	745	0.51200	-0.05141	0.00000
1	746	0.51000	-0.05154	0.00000
1	747	0.50800	-0.05167	0.00000
1	748	0.50600	-0.05180	0.00000
1	749	0.50400	-0.05193	0.00000
1	750	0.50200	-0.05206	0.00000
1	751	0.50000	-0.05219	0.00000
1	752	0.49800	-0.05232	0.00000
1	753	0.49600	-0.05244	0.00000
1	754	0.49400	-0.05257	0.00000
1	755	0.49200	-0.05270	0.00000
1	756	0.49000	-0.05282	0.00000
1	757	0.48800	-0.05294	0.00000
1	758	0.48600	-0.05307	0.00000
1	759	0.48400	-0.05319	0.00000
1	760	0.48200	-0.05331	0.00000
1	761	0.48000	-0.05343	0.00000
1	762	0.47800	-0.05355	0.00000
1	763	0.47600	-0.05366	0.00000
1	764	0.47400	-0.05378	0.00000
1	765	0.47200	-0.05390	0.00000
1	766	0.47000	-0.05401	0.00000
1	767	0.46800	-0.05413	0.00000
1	768	0.46600	-0.05424	0.00000
1	769	0.46400	-0.05435	0.00000
1	770	0.46200	-0.05446	0.00000
1	771	0.46000	-0.05457	0.00000
1	772	0.45800	-0.05468	0.00000
1	773	0.45600	-0.05479	0.00000
1	774	0.45400	-0.05490	0.00000
1	775	0.45200	-0.05500	0.00000
1	776	0.45000	-0.05511	0.00000
1	777	0.44800	-0.05521	0.00000
1	778	0.44600	-0.05531	0.00000
1	779	0.44400	-0.05542	0.00000
1	780	0.44200	-0.05552	0.00000
1	781	0.44000	-0.05562	0.00000
1	782	0.43800	-0.05572	0.00000
1	783	0.43600	-0.05581	0.00000
1	784	0.43400	-0.05591	0.00000
1	785	0.43200	-0.05601	0.00000
1	786	0.43000	-0.05610	0.00000
1	787	0.42800	-0.05619	0.00000
1	788	0.42600	-0.05629	0.00000
1	789	0.42400	-0.05638	0.00000
1	790	0.42200	-0.05647	0.00000
1	791	0.42000	-0.05656	0.00000
1	792	0.41800	-0.05664	0.00000
1	793	0.41600	-0.05673	0.00000
1	794	0.41400	-0.05682	0.00000
1	795	0.41200	-0.05690	0.00000
1	796	0.41000	-0.05698	0.00000
1	797	0.40800	-0.05707	0.00000
1	798	0.40600	-0.05715	0.00000
1	799	0.40400	-0.05723	0.00000
1	800	0.40200	-0.05731	0.00000
1	801	0.40000	-0.05738	0.00000
1	802	0.39800	-0.05746	0.00000
1	803	0.39600	-0.05753	0.00000
1	804	0.39400	-0.05761	0.00000
1	805	0.39200	-0.05768	0.00000
1	806	0.39000	-0.05775	0.00000
1	807	0.38800	-0.05782	0.00000
1	808	0.38600	-0.05789	0.00000
1	809	0.38400	-0.05796	0.00000
1	810	0.38200	-0.05802	0.00000
1	811	0.38000	-0.05809	0.00000
1	812	0.37800	-0.05815	0.00000
1	813	0.37600	-0.05821	0.00000
1	814	0.37400	-0.05827	0.00000
1	815	0.37200	-0.05833	0.00000
1	816	0.37000	-0.05839	0.00000
1	817	0.36800	-0.05845	0.00000
1	818	0.36600	-0.05850	0.00000
1	819	0.36400	-0.05856	0.00000
1	820	0.36200	-0.05861	0.00000
1	821	0.36000	-0.05866	0.00000
1	822	0.35800	-0.05871	0.00000
1	823	0.35600	-0.05876	0.00000
1	824	0.35400	-0.05881	0.00000
1	825	0.35200	-0.05885	0.00000
1	826	0.35000	-0.05889	0.00000
1	827	0.34800	-0.05894	0.00000
1	828	0.34600	-0.05898	0.00000
1	829	0.34400	-0.05902	0.00000
1	830	0.34200	-0.05906	0.00000
1	831	0.34000	-0.05909	0.00000
1	832	0.33800	-0.05913	0.00000
1	833	0.33600	-0.05916	0.00000
1	834	0.33400	-0.05919	0.00000
1	835	0.33200	-0.05922	0.00000
1	836	0.33000	-0.05925	0.00000
1	837	0.32800	-0.05928	0.00000
1	838	0.32600	-0.05930	0.00000
1	839	0.32400	-0.05933	0.00000
1	840	0.32200	-0.05935	0.00000
1	841	0.32000	-0.05937	0.00000
1	842	0.31800	-0.05939	0.00000
1	843	0.31600	-0.05941	0.00000
1	844	0.31400	-0.05942	0.00000
1	845	0.31200	-0.05944	0.00000
1	846	0.31000	-0.05945	0.00000
1	847	0.30800	-0.05946	0.00000
1	848	0.30600	-0.05947	0.00000
1	849	0.30400	-0.05948	0.00000
1	850	0.30200	-0.05948	0.00000
1	851	0.30000	-0.05948	0.00000
1	852	0.29800	-0.05949	0.00000
1	853	0.29600	-0.05949	0.00000
1	854	0.29400	-0.05948	0.00000
1	855	0.29200	-0.05948	0.00000
1	856	0.29000	-0.05947	0.00000
1	857	0.28800	-0.05947	0.00000
1	858	0.28600	-0.05946	0.00000
1	859	0.28400	-0.05945	0.00000
1	860	0.28200	-0.05943	0.00000
1	861	0.28000	-0.05942	0.00000
1	862	0.27800	-0.05940	0.00000
1	863	0.27600	-0.05938	0.00000
1	864	0.27400	-0.05936	0.00000
1	865	0.27200	-0.05934	0.00000
1	866	0.27000	-0.05931	0.00000
1	867	0.26800	-0.05928	0.00000
1	868	0.26600	-0.05925	0.00000
1	869	0.26400	-0.05922	0.00000
1	870	0.26200	-0.05919	0.00000
1	871	0.26000	-0.05915	0.00000
1	872	0.25800	-0.05911	0.00000
1	873	0.25600	-0.05907	0.00000
1	874	0.25400	-0.05903	0.00000
1	875	0.25200	-0.05899	0.00000
1	876	0.25000	-0.05894	0.00000
1	877	0.24800	-0.05889	0.00000
1	878	0.24600	-0.05884	0.00000
1	879	0.24400	-0.05879	0.00000
1	880	0.24200	-0.05873	0.00000
1	881	0.24000	-0.05867	0.00000
1	882	0.23800	-0.05861	0.00000
1	883	0.23600	-0.05855	0.00000
1	884	0.23400	-0.05848	0.00000
1	885	0.23200	-0.05841	0.00000
1	886	0.23000	-0.05834	0.00000
1	887	0.22800	-0.05827	0.00000
1	888	0.22600	-0.05820	0.00000
1	889	0.22400	-0.05812	0.00000
1	890	0.22200	-0.05804	0.00000
1	891	0.22000	-0.05795	0.00000
1	892	0.21800	-0.05787	0.00000
1	893	0.21600	-0.05778	0.00000
1	894	0.21400	-0.05769	0.00000
1	895	0.21200	-0.05759	0.00000
1	896	0.21000	-0.05750	0.00000
1	897	0.20800	-0.05740	0.00000
1	898	0.20600	-0.05729	0.00000
1	899	0.20400	-0.05719	0.00000
1	900	0.20200	-0.05708	0.00000
1	901	0.20000	-0.05697	0.00000
1	902	0.19800	-0.05685	0.00000
1	903	0.19600	-0.05674	0.00000
1	904	0.19400	-0.05662	0.00000
1	905	0.19200	-0.05649	0.00000
1	906	0.19000	-0.05637	0.00000
1	907	0.18800	-0.05624	0.00000
1	908	0.18600	-0.05610	0.00000
1	909	0.18400	-0.05597	0.00000
1	910	0.18200	-0.05583	0.00000
1	911	0.18000	-0.05569	0.00000
1	912	0.17800	-0.05554	0.00000
1	913	0.17600	-0.05539	0.00000
1	914	0.17400	-0.05524	0.00000
1	915	0.17200	-0.05508	0.00000
1	916	0.17000	-0.05492	0.00000
1	917	0.16800	-0.05476	0.00000
1	918	0.16600	-0.05459	0.00000
1	919	0.16400	-0.05442	0.00000
1	920	0.16200	-0.05424	0.00000
1	921	0.16000	-0.05407	0.00000
1	922	0.15800	-0.05388	0.00000
1	923	0.15600	-0.05370	0.00000
1	924	0.15400	-0.05351	0.00000
1	925	0.15200	-0.05331	0.00000
1	926	0.15000	-0.05311	0.00000
1	927	0.14800	-0.05291	0.00000
1	928	0.14600	-0.05270	0.00000
1	929	0.14400	-0.05249	0.00000
1	930	0.14200	-0.05228	0.00000
1	931	0.14000	-0.05205	0.00000
1	932	0.13800	-0.05183	0.00000
1	933	0.13600	-0.05160	0.00000
1	934	0.13400	-0.05137	0.00000
1	935	0.13200	-0.05113	0.00000
1	936	0.13000	-0.05088	0.00000
1	937	0.12800	-0.05063	0.00000
1	938	0.12600	-0.05038	0.00000
1	939	0.12400	-0.05012	0.00000
1	940	0.12200	-0.04986	0.00000
1	941	0.12000	-0.04959	0.00000
1	942	0.11800	-0.04931	0.00000
1	943	0.11600	-0.04903	0.00000
1	944	0.11400	-0.04874	0.00000
1	945	0.11200	-0.04845	0.00000
1	946	0.11000	-0.04815	0.00000
1	947	0.10800	-0.04785	0.00000
1	948	0.10600	-0.04753	0.00000
1	949	0.10400	-0.04722	0.00000
1	950	0.10200	-0.04689	0.00000
1	951	0.10000	-0.04656	0.00000
1	952	0.09800	-0.04622	0.00000
1	953	0.09600	-0.04588	0.00000
1	954	0.09400	-0.04553	0.00000
1	955	0.09200	-0.04517	0.00000
1	956	0.09000	-0.04480	0.00000
1	957	0.08800	-0.04442	0.00000
1	958	0.08600	-0.04404	0.00000
1	959	0.08400	-0.04365	0.00000
1	960	0.08200	-0.04325	0.00000
1	961	0.08000	-0.04284	0.00000
1	962	0.07800	-0.04242	0.00000
1	963	0.07600	-0.04199	0.00000
1	964	0.07400	-0.04155	0.00000
1	965	0.07200	-0.04110	0.00000
1	966	0.07000	-0.04065	0.00000
1	967	0.06800	-0.04018	0.00000
1	968	0.06600	-0.03969	0.00000
1	969	0.06400	-0.03920	0.00000
1	970	0.06200	-0.03869	0.00000
1	971	0.06000	-0.03818	0.00000
1	972	0.05800	-0.03764	0.00000
1	973	0.05600	-0.03710	0.00000
1	974	0.05400	-0.03654	0.00000
1	975	0.05200	-0.03596	0.00000
1	976	0.05000	-0.03537	0.00000
1	977	0.04800	-0.03476	0.00000
1	978	0.04600	-0.03413	0.00000
1	979	0.04400	-0.03348	0.00000
1	980	0.04200	-0.03281	0.00000
1	981	0.04000	-0.03212	0.00000
1	982	0.03800	-0.03140	0.00000
1	983	0.03600	-0.03066	0.00000
1	984	0.03400	-0.02989	0.00000
1	985	0.03200	-0.02909	0.00000
1	986	0.03000	-0.02826	0.00000
1	987	0.02800	-0.02740	0.00000
1	988	0.02600	-0.02649	0.00000
1	989	0.02400	-0.02554	0.00000
1	990	0.02200	-0.02454	0.00000
1	991	0.02000	-0.02349	0.00000
1	992	0.01800	-0.02237	0.00000
1	993	0.01600	-0.02117	0.00000
1	994	0.01400	-0.01988	0.00000
1	995	0.01200	-0.01849	0.00000
1	996	0.01000	-0.01696	0.00000
1	997	0.00800	-0.01524	0.00000
1	998	0.00600	-0.01328	0.00000
1	999	0.00400	-0.01091	0.00000
1	1000	0.00200	-0.00778	0.00000
1	0	0.00000	0.00000	0.00000
